model,epoch,acc,auroc,f1,hyperparams
cnn,45,44.3362,0.8058,0.3553,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fb7719da160>}
cnn,50,44.7385,0.8136,0.3473,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fb7719da160>}
cnn,5,15.9644,0.6047,0.02753,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,10,21.9564,0.6427,0.03791,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,15,32.3100,0.7282,0.2029,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,20,38.0479,0.766,0.2417,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,25,40.4616,0.7808,0.2823,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,30,44.8020,0.7967,0.3546,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,35,47.8086,0.8223,0.3847,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,40,48.7826,0.8366,0.3951,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,45,49.7565,0.8445,0.4144,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,50,49.8624,0.8489,0.4281,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 6; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f217dffe160>}
cnn,5,22.2105,0.5559,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,10,22.2105,0.566,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,15,22.2105,0.5612,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,20,22.2105,0.5604,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,25,22.5069,0.5921,0.05883,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,30,24.8359,0.6674,0.08686,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,35,26.6780,0.6886,0.1185,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,40,29.1340,0.702,0.1156,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,45,29.7904,0.7085,0.1194,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,50,30.0868,0.7112,0.1347,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 2; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7fe693a6a160>}
cnn,5,12.7885,0.5821,0.02268,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,10,22.2105,0.5628,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,15,22.2105,0.616,0.03635,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,20,26.9109,0.6815,0.09399,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,25,27.8213,0.6946,0.09607,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,30,27.6943,0.7004,0.08771,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,35,27.6096,0.7027,0.08578,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,40,29.6210,0.7135,0.1497,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,45,30.5314,0.7212,0.1455,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,50,35.7823,0.7466,0.2182,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 8; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f06c3fe6160>}
cnn,5,3.8535,0.5688,0.007421,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,10,22.0834,0.5685,0.05443,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,15,23.1421,0.655,0.06161,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,20,27.4825,0.699,0.09613,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,25,27.6307,0.7045,0.09243,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,30,27.6731,0.7038,0.09146,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,35,27.8425,0.7074,0.09402,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,40,29.3246,0.718,0.138,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,45,31.0184,0.726,0.1525,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
cnn,50,34.2791,0.7444,0.2027,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 10; 'conv_filter_count': 16; 'conv_kernel_size': 2; 'factory': <function build_cnn at 0x7f534c16a160>}
transformer,5,47.5969,0.8437,0.4381,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,10,52.3820,0.8777,0.5031,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,15,53.5253,0.8937,0.5123,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,20,53.3983,0.8946,0.5089,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,25,54.5628,0.8882,0.5256,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,30,52.1914,0.8846,0.4901,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,35,53.6523,0.8868,0.5168,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,40,53.2501,0.8786,0.5104,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,45,51.8315,0.8727,0.5011,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,50,51.2174,0.8728,0.5016,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 1; 'factory': <function build_transformer at 0x7f90e1af02c0>}
transformer,5,47.1311,0.8375,0.4191,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,10,51.3657,0.8784,0.4897,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,15,53.9488,0.8941,0.5115,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,20,54.2240,0.8948,0.5211,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,25,54.9862,0.8949,0.5213,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,30,53.9911,0.8903,0.5146,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,35,53.4194,0.8843,0.5165,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,40,51.5986,0.8727,0.5011,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,45,51.5139,0.8708,0.498,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,50,51.1116,0.8641,0.4905,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 4; 'factory': <function build_transformer at 0x7f33dc0ac2c0>}
transformer,5,47.6392,0.8422,0.4345,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,10,51.9373,0.8793,0.5,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,15,54.3299,0.8945,0.5186,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,20,52.4031,0.8935,0.4889,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,25,53.8641,0.8914,0.5185,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,30,53.1230,0.8905,0.5128,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,35,52.4243,0.8816,0.493,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,40,53.0595,0.8779,0.5143,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,45,51.6833,0.8695,0.4971,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,50,51.0692,0.8705,0.4918,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 8; 'factory': <function build_transformer at 0x7f287239c2c0>}
transformer,5,48.6979,0.8434,0.4364,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,10,53.0807,0.8817,0.5084,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,15,54.1181,0.8919,0.4953,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,20,54.2452,0.8964,0.5194,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,25,52.5090,0.8898,0.4955,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,30,53.0383,0.8885,0.5252,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,35,52.5725,0.8813,0.5109,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,40,48.9519,0.8786,0.4835,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,45,53.8217,0.8779,0.5258,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,50,50.9634,0.8653,0.4912,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 1; 'nhead': 16; 'factory': <function build_transformer at 0x7fa09d4082c0>}
transformer,5,49.4177,0.8672,0.4656,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
transformer,10,52.0008,0.8869,0.511,{'input': PosixPath('data/etymology_top10.csv'); 'output': PosixPath('imgs'); 'eval_every': 5; 'embedding_size': 512; 'batch_size': 256; 'num_epochs': 50; 'lr': 1.0; 'num_layers': 3; 'nhead': 1; 'factory': <function build_transformer at 0x7ffab03cc2c0>}
